,text,label,problem
812,ooks pretty bullish for now,0.323,sentiment_ranking_microblogs
813,get ready for the 560 *flush*,-0.264,sentiment_ranking_microblogs
814,record number of passengers served in 2015,0.638,sentiment_ranking_microblogs
815,Unusual Call Activity,0.421,sentiment_ranking_microblogs
816,Making higher highs & higher lows as it consolidates over past several weeks,0.478,sentiment_ranking_microblogs
817,Gevoâ€™s Alcohol to Jet Fuel Now Eligible to be Used for Commercial Flight,0.026,sentiment_ranking_microblogs
818,I would take profits if you have them,-0.244,sentiment_ranking_microblogs
819,I would consider this opportunity to add my position company is on the right track they are still improving sales,0.401,sentiment_ranking_microblogs
820,run run $AMZN up 4.4% now,0.477,sentiment_ranking_microblogs
821,EU getting closer to charging Google over Android,-0.319,sentiment_ranking_microblogs
822,Southwest Is at Its Lowest Multiple Ever,0.106,sentiment_ranking_microblogs
823,start strong finish weak,-0.086,sentiment_ranking_microblogs
824,mkt fell on debt downgrade due to slow growth,-0.159,sentiment_ranking_microblogs
825,sold today,-0.581,sentiment_ranking_microblogs
826,Sets Up for Breakout,0.528,sentiment_ranking_microblogs
827,didn't factor in anything other than google and repeated good earnings,0.102,sentiment_ranking_microblogs
828,only those with the stomach for high risk are left,-0.151,sentiment_ranking_microblogs
829,big picture is BRILLIANT Boy-wonder visionary Zuck!,0.355,sentiment_ranking_microblogs
830,Call credit spread,0.311,sentiment_ranking_microblogs
831,gap up tomorrow,0.439,sentiment_ranking_microblogs
832,NaturalGas Settles At 3-year Low,-0.563,sentiment_ranking_microblogs
833,looking to add a gold miner and possibly lower pe tech name into close,0.425,sentiment_ranking_microblogs
834,Long setup,0.438,sentiment_ranking_microblogs
835,they have real assets,0.432,sentiment_ranking_microblogs
836,runs into the 50sma on the acquisition news,0.486,sentiment_ranking_microblogs
837,someone bought lots of calls MON,0.444,sentiment_ranking_microblogs
838,may not be as secure,-0.308,sentiment_ranking_microblogs
839,Three of my hot stocks today,0.461,sentiment_ranking_microblogs
840,Brent back below 49,-0.353,sentiment_ranking_microblogs
841,SolarCity customers can produce enough electricity to power Tesla fleet,0.601,sentiment_ranking_microblogs
842,Stocks Higher In Afternoon Trade,0.314,sentiment_ranking_microblogs
843,"Another Sell Rating, Sell Rating",-0.513,sentiment_ranking_microblogs
844,looking sexy this morning break on volume,0.678,sentiment_ranking_microblogs
845,agree risky watching very closely,-0.375,sentiment_ranking_microblogs
846,I love this stock/Co,-0.125,sentiment_ranking_microblogs
847,another strong rail today after breaking intraday resistance,0.468,sentiment_ranking_microblogs
848,Baird Upgrades Tesla Motors $TSLA to Outperform,0.52,sentiment_ranking_microblogs
849,Buy these 3 stocks while there's blood in the streets,0.415,sentiment_ranking_microblogs
850,triple top forming.,0.028,sentiment_ranking_microblogs
851,looking to add a gold miner and possibly lower pe tech name into close,0.425,sentiment_ranking_microblogs
852,high-flyers have been falling,-0.501,sentiment_ranking_microblogs
853,Drop expected,-0.002,sentiment_ranking_microblogs
854,staying strong,0.532,sentiment_ranking_microblogs
855,very tight on the avail stock for shorting,-0.406,sentiment_ranking_microblogs
856,LNKD is great but doesnt the potential side with Fb,0.283,sentiment_ranking_microblogs
857,will close below  monday will be freewater fall,-0.453,sentiment_ranking_microblogs
858,remember when Zuck in 2010 told us he was going to fix email with it?,0.091,sentiment_ranking_microblogs
859,Downbeaten stocks may be ripe for buys,0.316,sentiment_ranking_microblogs
860,In play tmrw,0.805,sentiment_ranking_microblogs
861,I may try a short,-0.352,sentiment_ranking_microblogs
862,Long $ENDP @ $26.23 on $AGN b/o rumor,0.57,sentiment_ranking_microblogs
863,down 5.43 %,-0.392,sentiment_ranking_microblogs
864,SHORT,-0.363,sentiment_ranking_microblogs
865,all going down,-0.559,sentiment_ranking_microblogs
866,$INTC & $AAPL strong tech leads DOW higher,0.722,sentiment_ranking_microblogs
867,$FB is taking the shine off $AAPL and $GOOG,-0.13,sentiment_ranking_microblogs
868,Biggest Market Losers,-0.438,sentiment_ranking_microblogs
869,damn me and low priced stocks,-0.482,sentiment_ranking_microblogs
870,have cash to burn.,0.356,sentiment_ranking_microblogs
871,Stares Into the Abyss,-0.325,sentiment_ranking_microblogs
872,some upside today If there is catalyst for this guy. It can run,0.254,sentiment_ranking_microblogs
873,Equity indexes working on a positive engulfing for March,0.308,sentiment_ranking_microblogs
874,Short 61.8% Retracement Trendline and Resistance,-0.371,sentiment_ranking_microblogs
875,no crying you get out,-0.462,sentiment_ranking_microblogs
876,In Play Longs,0.273,sentiment_ranking_microblogs
877,weak hands being flushed from metals and miners Fear selling Guess who is buying? Mr Greed.,0.3,sentiment_ranking_microblogs
878,tapping on 10.00,0.224,sentiment_ranking_microblogs
879,less than stellar day but it held the 50 day moving average,-0.14,sentiment_ranking_microblogs
880,all going down,-0.559,sentiment_ranking_microblogs
881,covered some shorts,0.294,sentiment_ranking_microblogs
882,Airplane And Hospitality Industries Set Their Sights On #Cuba,0.405,sentiment_ranking_microblogs
883,Adobe Receives New Rating from Top Analyst,0.141,sentiment_ranking_microblogs
884,here we gooo,0.268,sentiment_ranking_microblogs
885,looking weak,-0.352,sentiment_ranking_microblogs
886,Just sold 2 Apr-22 115 calls,-0.024,sentiment_ranking_microblogs
887,$LTM Selling far from over a large bearish channel up formed,-0.629,sentiment_ranking_microblogs
888,who won't pay anymore REAL risk,-0.349,sentiment_ranking_microblogs
889,famous lunch hour fade down routine rise later in the day,0.002,sentiment_ranking_microblogs
890,Unusual Call Activity,0.332,sentiment_ranking_microblogs
891,with ex-dividend coming it will fall more,-0.411,sentiment_ranking_microblogs
892,Market seems stuck in the mud,-0.259,sentiment_ranking_microblogs
893,Sets Up for Breakout,0.528,sentiment_ranking_microblogs
894,Nice day rally!,0.529,sentiment_ranking_microblogs
895,can ONE of the cheerleaders show me actual valuation work,-0.205,sentiment_ranking_microblogs
896,Bears Take a Clear Near Term Advantage,-0.501,sentiment_ranking_microblogs
897,new squeeze plays,-0.339,sentiment_ranking_microblogs
898,$AAPL cleary surpassed their BB,-0.274,sentiment_ranking_microblogs
899,$JOE Getting attention. No.2 on NYSE 100 top buying list,0.788,sentiment_ranking_microblogs
900,stochastics finally starting to turn up Buying here,0.702,sentiment_ranking_microblogs
901,$TFM will have a way to go price wise to compete with Kroger. $KR,0.129,sentiment_ranking_microblogs
902,bought $skf as a hedge,0.466,sentiment_ranking_microblogs
903,Rally Friday! #new52weekhighs p over 31%,0.66,sentiment_ranking_microblogs
904,I like this Ascending Triangle Breakout coming Monday Looks promising,0.478,sentiment_ranking_microblogs
905,Bottom Losses,-0.659,sentiment_ranking_microblogs
906,Markets Back in Black for 2016,0.271,sentiment_ranking_microblogs
907,sell $RHT,-0.591,sentiment_ranking_microblogs
908,Moved Upper Bollinger Band,0.498,sentiment_ranking_microblogs
909,Nice day rally!,0.529,sentiment_ranking_microblogs
910,"#Tesla: Great Company, Bad #Stock $TSLA",-0.065,sentiment_ranking_microblogs
911,gapping up to all time highs,0.782,sentiment_ranking_microblogs
912,Sold all:,-0.57,sentiment_ranking_microblogs
913,excellent / factual bear argument,-0.507,sentiment_ranking_microblogs
914,tired of seeing this go down,-0.085,sentiment_ranking_microblogs
915,they want the stock too keep going up,-0.294,sentiment_ranking_microblogs
916,$CRM Seems a little to high also,-0.344,sentiment_ranking_microblogs
917,acting tough on big volume against the tape,0.243,sentiment_ranking_microblogs
918,Long buying point,0.23,sentiment_ranking_microblogs
919,more positive comments from $MS,0.426,sentiment_ranking_microblogs
920,long this morning,0.476,sentiment_ranking_microblogs
921,Issues Statement On Debt Ceiling,-0.341,sentiment_ranking_microblogs
922,under pressure along with the market,0.014,sentiment_ranking_microblogs
923,Stochastic Overbought,-0.516,sentiment_ranking_microblogs
924,reserves are in decline,0.279,sentiment_ranking_microblogs
925,So sad to see such a loved company eating dirt.,-0.453,sentiment_ranking_microblogs
926,still they are saying bullish LoL,-0.038,sentiment_ranking_microblogs
927,wouldn't call any of these banks h+s quite yet,0.335,sentiment_ranking_microblogs
928,"15 years after release, Windows XP is still the 3rd most popular OS",0.2,sentiment_ranking_microblogs
929,looking goo for 35.80s break out. It must hold 35.40s,0.307,sentiment_ranking_microblogs
930,Very nice breakout on a very nice stock,1.0,sentiment_ranking_microblogs
931,hangin on my a thread click away from a cliff drop,-0.337,sentiment_ranking_microblogs
932,$SPY up only 0.6% Still holding,0.228,sentiment_ranking_microblogs
933,wayyy overvalued right now May take a short pos,-0.451,sentiment_ranking_microblogs
934,$GS is looking weak while this market is moving higher not a good sign,-0.597,sentiment_ranking_microblogs
935,$X +2.27%,0.144,sentiment_ranking_microblogs
936,Pie In The Sky,0.365,sentiment_ranking_microblogs
937,I sold $TSLA,-0.348,sentiment_ranking_microblogs
938,lots of nice setups in Energy  liking Whiting more each day $CRZO too,0.293,sentiment_ranking_microblogs
939,"Long over 3.95/great find - hope that wold be another $ANLY or $PZZI, still holding second 1/2",0.509,sentiment_ranking_microblogs
940,There is a good base building,0.228,sentiment_ranking_microblogs
941,adding $expe and $pcln to the mix soon I already have $CTRP and $trip,0.408,sentiment_ranking_microblogs
942,start strong finish weak,-0.086,sentiment_ranking_microblogs
943,What a nice reversal.,0.318,sentiment_ranking_microblogs
944,bought 3500 shares today!,0.738,sentiment_ranking_microblogs
945,$FB and $IBB still weak,-0.355,sentiment_ranking_microblogs
946,mrkt needs to washout,-0.055,sentiment_ranking_microblogs
947,Amazon has been selling surveillance cameras infected with malware,-0.186,sentiment_ranking_microblogs
948,Can't imagine shorts wanting to go into the weekend without taking care of their position,0.36,sentiment_ranking_microblogs
949,banks to implode stress tests failing  selloff,-0.298,sentiment_ranking_microblogs
950,Most bullish stocks on Twitter during this dip,0.408,sentiment_ranking_microblogs
951,Our updated #core4 portfolio,0.452,sentiment_ranking_microblogs
952,In Play Longs,0.273,sentiment_ranking_microblogs
953,bull move ended waiting for next setup,-0.204,sentiment_ranking_microblogs
954,Watchlist Top Stocks,0.342,sentiment_ranking_microblogs
955,not dipping - testing the 200 day ma,0.281,sentiment_ranking_microblogs
956,LONGS,0.511,sentiment_ranking_microblogs
957,Looking for a oversold bounce,0.436,sentiment_ranking_microblogs
958,Transports always lead the way bull flag,0.594,sentiment_ranking_microblogs
959,"Looks like that support line around 24.90 held t can close green it could start seeing some pstv momentum,",0.331,sentiment_ranking_microblogs
960,Upgraded to a buy by Alpha Street Research,0.715,sentiment_ranking_microblogs
961,I will buy aggressively if pulls back,0.386,sentiment_ranking_microblogs
962,New bullish conversation activity,0.461,sentiment_ranking_microblogs
963,moves up a little more today off of cup and handle,0.306,sentiment_ranking_microblogs
964,$EA points to the two Facebook games,0.048,sentiment_ranking_microblogs
965,actively Head & Shoulder in progress,-0.222,sentiment_ranking_microblogs
966,"recalls 2,700 Model X cars",-0.315,sentiment_ranking_microblogs
967,Bears Take a Clear Near Term Advantage,-0.501,sentiment_ranking_microblogs
968,Defying the Downturn,0.407,sentiment_ranking_microblogs
969,Rally Friday! #new52weekhighs p over 31%,0.66,sentiment_ranking_microblogs
970,Unusual Call Activity,0.332,sentiment_ranking_microblogs
971,lost revenue not good,-0.43,sentiment_ranking_microblogs
972,Gevoâ€™s Alcohol to Jet Fuel Now Eligible to be Used for Commercial Flight,0.392,sentiment_ranking_microblogs
973,If that's what you want then buy some,0.245,sentiment_ranking_microblogs
974,looks really toppy right here.,-0.191,sentiment_ranking_microblogs
975,Moved Upper Bollinger Band,0.498,sentiment_ranking_microblogs
976,"Another Sell Rating, Sell Rating",-0.513,sentiment_ranking_microblogs
977,got to short that even at work you jump in money trade,-0.378,sentiment_ranking_microblogs
978,Locked in some $FB puts for nice gain,-0.524,sentiment_ranking_microblogs
979,Accumulation chart continues to make new highs showing accumulation continuing to take place,0.497,sentiment_ranking_microblogs
980,stopped out even from yesterdays entry,-0.413,sentiment_ranking_microblogs
981,near a buy point last week,0.102,sentiment_ranking_microblogs
982,cracking,-0.118,sentiment_ranking_microblogs
983,"Tesla to recall 2,700 Model X SUVs over seat issue",-0.31,sentiment_ranking_microblogs
984,"With Oil Prices Down further, Oil Stocks Looking Less Cheap",-0.42,sentiment_ranking_microblogs
985,minuscule 0.09% gain in $ZIV Lost most of our handsome gains on Friday,-0.059,sentiment_ranking_microblogs
986,$AAPL +1.44%,0.256,sentiment_ranking_microblogs
987,may be ripe for a #takeover targe,0.343,sentiment_ranking_microblogs
988,Goldman Sachs reiterates conviction buy on,0.622,sentiment_ranking_microblogs
989,Some competitors worry that BlackBerry is the inevitable successor to Northern Telecom much more competent leadership,0.27,sentiment_ranking_microblogs
990,Sector Stocks Leading Today,0.454,sentiment_ranking_microblogs
991,has had a history of a lack of PR shame for investors,-0.21,sentiment_ranking_microblogs
992,long $AAPL,0.648,sentiment_ranking_microblogs
993,In oversold conditions howing now nice positive divergences on chart Potential Bounce,0.459,sentiment_ranking_microblogs
994,TOP 5 STOCK PICKS,0.414,sentiment_ranking_microblogs
995,Pie In The Sky,0.365,sentiment_ranking_microblogs
996,Breakout watch,0.352,sentiment_ranking_microblogs
997,zigzag and reversal scenario,-0.03,sentiment_ranking_microblogs
998,sells flat..I am out..,-0.541,sentiment_ranking_microblogs
999,here is no case here,0.18,sentiment_ranking_microblogs
